Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details
507,2006,3,14,Sudan,South Kordofan,,"Kauda, on the El Fasher-Kabkabiya road",0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,10.53018,29.93292,"3 INGO national staff kidnapped when a commercial truck hired by an INGO to transport items for its water and sanitation programme was hijacked at Kaura (on the El Fasher-Kabkabiya road) by three armed men, 14 March."
422,2006,3,15,Sudan,Central Equatoria,Yei River ,Yei,3,0,0,0,0,0,1,1,0,2,1,0,0,1,2,1,0,3,3,0,0,S,R,OC,4.75,31,"1 UN international staff and 1 national staff guard shot and killed and 1 national staff guard wounded in attack on agency's compound in Yei, southern Sudan, March 15. No info on motives, but agency was preparing repatriation of Sudanese to that area. The international staff died on March 28 after having been airlifted to Nairobi."
425,2006,3,19,Sudan,Western Equatoria ,Yambio ,Yambio,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,5,31,"One INGO national staff was abducted during an attack on Yambio in southern Sudan, March 19; released on March 22. Victim claimed that the attacking group belonged to the LRA and that its main motive was to loot food."
424,2006,3,19,Sudan,Upper Nile,Malakal ,north of Malakal,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,S,Am,R,9.53342,31.66048,"Three INGO national staff were injured when their vehicle was fired upon by police officers described as belonging to the Shilluk King police (an org not known to UN Police), north of Malakal, southern Sudan, March 19. Two other INGO staff in the same vehicle were unharmed."
426,2006,3,28,Sudan,West Darfur,,El Geneina,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,BA,R,OC,13.4435,22.4452278,"3 INGO national staff guards were beaten when a group of unidentified armed men forcefully entered an INGO compound in El Geneina, March 28. The attackers left with a Land Cruiser pick-up, a Thuraya phone and a mobile phone."
432,2006,4,28,Sudan,West Darfur,,El Geneina,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,0,2,BA,R,OC,13.4435,22.4452278,"2 INGO (1 national, 1 international) staff beaten with a stick when two men broke into an INGO compound in El Geneina, West Darfur, April 28. Victims locked into a bathroom for a few hours."
444,2006,5,,Sudan,Jonglei,Bor ,Bor,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,R,OC,8,32,"One UN national staff wounded when about 22 civilians, some with firearms, invaded the agency's compound in Bor, southern Sudan. They dragged and beat the victim with sticks, and other staff members who tried rescuing him were threatened with a rifle."
443,2006,5,23,Sudan,Lakes,Rumbek Central ,Rumbek,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,U,U,U,6.75,30,"One NGO international staff program manager was attacked in Rumbek, southern Sudan, May 23, and was medically evacuated to Nairobi."
450,2006,6,8,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,IA,PS,14.5844444,29.4917691,"One international agency national staff contractor killed by unknown assailants while working on a road in southern Sudan, June 8. At first thought to be LRA, now thought to be Murle and Didinga militias."
446,2006,6,13,Sudan,Darfur,,from Kutum to Irgie,6,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,6,6,0,0,6,K,Am,R,13.5,23.5,"1 UN international staff and 5 national staff detained by SLA Abdul Wahid faction while travelling from Kutum to Irgie, June 13. SLA claimed they were stopped b/c they were not notified of the team's mission and on allegations that the natl staff were govt spies."
445,2006,6,13,Sudan,West Darfur,,El Geneina,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,P,13.4435,22.4452278,"1 UN national staff security guard wounded when he was shot in the leg while off-duty in a marketplace near the agancy's international guesthouse in Geneina, 13 June. Unconfirmed information suggests it was personal issue."
451,2006,6,25,Sudan,Lakes,Rumbek Central ,Rumbek,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,IA,P,6.75,30,"One UN national staff assaulted and killed by 3 unknown persons while at a market in Rumbek, southern Sudan. Vicitm was travelling from the UN agency to the airport on official duty. One attacker was arrested; thought to be a personal matter."
495,2006,6,27,Sudan,South Kordofan,,Kaduqli,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,K,MV,P,11.005922,29.718875,One INGO international staff working on demining was beaten up in a market in Kadugli due to labor dispute with national workers. UNMIS national guard intervened to get mob to release him. Vehicle confiscated by national authorities.
449,2006,6,30,Sudan,Darfur,,Kalma camp,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,PS,16,30,"1 INGO national staff watchman killed by unknown gunmen inside Kalma IDP camp, June 30, 2 am. Victim seems to have been sleeping while on duty at the agency's water pump station."
463,2006,7,1,Sudan,West Darfur,,El Geneina,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,K,U,U,13.4435,22.4452278,"1 INGO national staff severely beaten by four National Security officers in Geneina, July 1. (also 3 intl staff harassed, not counted). The NS officers abducted the vicitm to the security office and beat him unconscious with an iron bar and with their fists."
455,2006,7,3,Sudan,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,S,Am,R,14.5844444,29.4917691,"One international agency staff (Kenyan) missing after ambush in southern Sudan on aid agency vehicle, 3 July. Gunmen believed to be Uganda LRA. Six others killed and 11 wounded."
454,2006,7,13,Sudan,Darfur,,North,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,16,26,"1 INGO national staff killed when their vehicle, on a routine field mission in North Darfur, was stopped by armed robbers, 13 July."
460,2006,7,19,Sudan,South Darfur,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,R,11.329444,25.08565623,1 INGO national staff driver killed by a man on the road in South Darfur.
749,2006,7,24,Sudan,South Darfur,,Kalma camp,0,7,0,0,0,0,0,0,6,6,0,0,1,1,0,0,7,7,0,0,7,K,IA,OC,16,30,"7 INGO (6 national, 1 international) staff were held hostage by a group of over 40 former INGO IDP casual workers in INGO compound in Kalma camp while conducting a meeting. The staff were released only after making written promises to meet the demands of the ex-workers and to return to Kalma on Monday, 31 July 2006."
456,2006,7,27,Sudan,South Darfur,,Dereig camp,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,BA,MV,PS,11.329444,25.08565623,"1 INGO national staff driver beaten to death and 1 national staff injured in Dereig IDP camp in West Darfur, 27 July. Org says the team ""was caught up in civil unrest while collecting seedlings, as part of a tree planting programme ... [and] was attacked..."""
462,2006,7,28,Sudan,North Darfur,,Between Saraf Omra and Helelat village near Kulb,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,KK,Am,R,16,26,"1 INGO national staff abducted in North Darfur during the hijacking of an INGO vehicle, 3 May. Victim believed to have been held in Chad and was making way back to Saraf Omra in North Darfur when caught up and killed in fighting in Helelat village near Kulb."
470,2006,8,4,Sudan,South Darfur,,"Um Duraba, east of Nyala",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,11.329444,25.08565623,"1 UN national staff driver shot and wounded when 3 commercial trucks carrying food aid were ambushed by armed men in Um Duraba, east of Nyala, Aug 4."
467,2006,8,16,Sudan,Darfur ,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,KK,U,U,11.329444,25.08565623,1 ICRC national staff abducted in Darfur by armed group in mid-August; found dead two weeks later. No details of the death.
471,2006,8,26,Sudan,South Darfur,,Graida,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,PS,11.329444,25.08565623,"1 ICRC national staff watchman at a food depot in Graida, Darfur, was shot and later robbed of his money, Aug 26."
468,2006,8,27,DR Congo,North Kivu,,Goma,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,P,1.658501,29.220455,1 INGO national staff shot twice in the head in a grocery store in Goma while wearing a t-shirt with the INGO's logo.
473,2006,9,1,Sudan,North Darfur,,Hashaba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,C,U,16,26,"1 INGO national staff health worker killed in Hashaba, North Darfur during fighting, Sept 1."
929,2006,9,7,Sudan,Central Darfur,,"Between Um Ker and Garsila, 80km SW of Zalingei",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,BA,Am,R,12.12154025,23.1587067,"2 INGO national staff beaten by armed men when vehicle ambushed between Um Ker and Garsila 80 kn sw of Zalingei. Robbed cash, camera and drivers license."
478,2006,9,11,Sudan,Darfur,,"Road, between Zalingei and Nertiti near central Jabel Marra region",0,4,0,0,0,0,0,3,0,3,0,1,0,1,0,4,0,4,0,0,0,BA,Am,R,11.329444,25.08565623,"4 INGO (3 national, 1 international) staff attacked, beaten and given death threats by around a dozen masked, armed men on a road between Zalingei and Nertiti near central Jabel Marra region in Darfur, Sept. 11."
497,2006,9,13,Sudan,Darfur,,"Road, from El Fasher through Kutum to Abdel Shakour",2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,13.5,23.5,2 UN national staff drivers abducted by armed men after ambush while traveling from El Fasher through Kutum to Abdel Shakour.
479,2006,9,13,Sudan,West Darfur,,BetweenKerenek and Azerni (25 km East of El Geneina),0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,1,0,2,BA,Am,R,13.4263009,22.6574884,"3 INGO national staff flogged with the whip and sustained injuries when their vehicle was ambushed while travelling to El Geneina between Kerenek and Azerni (25 km East of El Geneina) by three men, Sept 13."
475,2006,9,20,Ethiopia,,,,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,K,U,U,9.145,40.489673,"2 ICRC (1 international [Irish], 1 national) staff kidnapped, Sept 18; released unharmed on Sept 23."
482,2006,10,,Sudan,North Darfur,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,KK,Am,R,16,26,1 ICRC national staff driver disappeared during a hijacking incident in North Darfur and is presumed dead.
484,2006,10,30,Sudan,South Darfur,,from Nyala to Kass,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,11.329444,25.08565623,"1 UN national staff driver injured when beaten with a stick on the head when three UN-contracted trucks were stopped by 12 armed men when on their way from Nyala to Kass, Oct 30. All drivers were robbed of their money and mobile phones."
483,2006,10,30,Sudan,South Darfur,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,11.329444,25.08565623,"1 UN national staff driver suffered minor gunshot wounds when a UN convoy bringing humanitarian assistance was fired upon in South Darfur, 30 Oct. (Two passengers also suffered wounds, but not counted here.)"
498,2006,11,9,Sudan,Lakes,Rumbek Central ,Rumbek,7,1,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,8,BA,U,U,6.75,30,"Seven UN national staff and 1 INGO national staff members detained, severely beaten and caned by local soliders in Rumbek, southern Sudan, Nov 9. The INGO member was sent to Nairobi for medical treatment."
499,2006,11,10,Sudan,Lakes ,Rumbek Central ,Rumbek,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,U,U,6.75,30,"One UN national staff officer was physically assaulted and sustained back injuries in an incident where two MONUC helicopters landed in Rumbek for refuelling, Nov 10."
523,2006,11,23,Sudan,Darfur,,Sanidadi ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,13.5,23.5,"1 INGO national staff driver abducted by gunpoint en route to a food nutrition center, Wed Nov 23; victim alked back to Sanidadi 48 hours later, unharmed."
500,2006,12,7,Sudan,South Darfur,,Khor Abeche,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,8,BA,Am,U,11.329444,25.08565623,"8 NGO national staff violently beaten in Khor Abeche, South Darfur, Dec 7. Three vehicles also stolen."
501,2006,12,9,Sudan,Darfur,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,Am,R,11.329444,25.08565623,"1 INGO national staff kidnapped: A vehicle belonging to an INGO operating within the area of Azerni was carjacked , Dec 9. The location of the natl staff driver and vehicle is unknown."
679,2006,12,14,DR Congo,Orientale,Ituri,Tchomia,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,IA,H,1.4583333,30.4333333,1 INGO national staff member was brutally attacked and robbed in their home. Needed hospitalization
760,2006,12,18,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,Am,R,11.329444,25.08565623,1 INGO national staff killed in a carjacking that also resulted in 2 policemen being killed (not included here).
508,2006,12,18,Sudan,West Darfur,,"Khorbomba (Habila Kanari area, 23 km west from El Geneina)",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,Am,R,13.4263009,22.6574884,"1 INGO national staff shot and wounded when an ambulance escorted by Govt police was ambushed by 7-10 armed men in Khorbomba (Habila Kanari area, 23 km west from El Geneina), Dec 18. One policeman was also killed (not counted here) and three AK-47s"
502,2006,12,18,Sudan,South Darfur,,Gereida compound,0,3,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,1,0,2,RSA,R,OC,11.2811075,25.1414136,"2 INGO international staff wounded (1 raped and 1 sexually assaulted) and 1 INGO national staff guard of another organization wounded in coordinated violent attack on Gereida compound. Staff from the latter INGO were among 71 aid workers evacuated from the town as a result. Since then they maintained some basic public health services through local staff in the town, but most operations have been suspended."
505,2006,12,26,Sudan,West Darfur,,Habila Kanari,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,Am,R,13.4263009,22.6574884,"1 UN national staff contracted driver shot and injured in ambush of two commercial trucks carrying UN agency food in Habila Kanari. Ten armed attackers, believed to be Janjaweed militia, shot at the vehicles that drove through the ambush, hitting one driver."
1205,2007,1,10,Sudan,,,,1,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,U,Am,R,14.5844444,29.4917691,"One UN national staff killed and 1 national staff of an intl organization wounded in an ambush in southern Sudan, Jan 10. Travelling with an SPLA armed convoy."
541,2007,1,20,Sudan,North Darfur,,Kutum,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,U,P,14.201859,24.663781,"1 UN national staff contractor and 1 IO national staff abducted at the market area in Kutum by Arab Militias base in Sheik Abu Da Bagi, 20 Jan.; later released on 21 January."
512,2007,2,,Sudan,Central Darfur,,eastern Jebel Marra,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,U,13.16667,24.36667,1 INGO national staff driver briefly abducted and beaten in eastern Jebel Marra in Darfur.
532,2007,2,11,Sudan,West Darfur,,Um Tajok (80 km East of El Geneina),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,R,OC,13.4263009,22.6574884,One UN national staff (guard) underwent medical treatment after being shot when four armed men looted food items from a UN agency.
531,2007,2,13,Sudan,Central Darfur,,Um Dukhun,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,R,OC,12.33333,23.41667,"1 INGO national staff guard sustained injuries when two armed men in military uniform entered an INGO compound in Um Dukhum in W. Darfur early in the morning of 13 February in an attempt to loot money. They attacked the guard who sustained injuries before fleeing the scene. Two staff members of the INGO living nearby came to the rescue of their colleagues and while they were transporting the injured to the hospital, their house was robbed."
530,2007,2,17,Sudan,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,Am,R,14.5844444,29.4917691,"One UN national staff assaulted by a group of unidentified men while walking home in southern Sudan, 17 Feb. Victim was beaten with sticks and sustained injuries. The attackers took his money and other personal belongings."
762,2007,3,21,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,IA,U,14.5844444,29.4917691,One INGO national staff member hospitalized after attack. Motive related to ethnic violence.
533,2007,4,,Sudan,Central Darfur,,Um Dukhun,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,U,U,12.33333,23.41667,"1 NGO national staff security guard was badly beaten up and is in a critical condition in Um Dukhun, Darfur."
1207,2007,4,4,Sudan,Central Darfur,,Um Dukhun,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,R,OC,12.33333,23.41667,"1 INGO national staff guard sustained serious injuries when four unknown armed men raided the compound in Umm Dukhum in West Darfur, April 4."
529,2007,4,18,Sudan,West Darfur,,Seleia,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,0,1,BA,R,OC,16,30,"2 INGO national staff severely beaten up when ten unknown armed men forced entrance into an INGO guesthouse in Saleah, 18 April. They severely beat up the INGO representative and his wife (not included here) as well the guard. They took the keys of the INGO vehicle at gun point and fled with the vehicle."
526,2007,4,19,Sudan,North Darfur,El Fasher,El Fasher,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,13.626786,25.349635,"1 INGO national staff driver was hijacked with an INGO vehicle, 19 April; released on 25 April near the Chad/Sudan border and returned to El Fasher. The vehicle is still missing."
528,2007,4,21,Sudan,South Darfur,,Kalma IDP camp (15 km East of Nyala),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,R,OC,16,30,"1 INGO national staff driver missing when three unknown armed men entered an INGO compound in Kalma IDP camp (15 km East of Nyala) with two AK-47s, one G3 and a hand grenade, 21 April. The perpetrators took the key to an INGO vehicle with one of the driver who drove them out of the camp. The driver is still missing."
527,2007,4,23,Sudan,South Darfur,,"near Marla (55 km South East of Nyala, South Darfur)",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,S,Am,R,11.329444,25.08565623,"2 INGO nationals staff injured when unknown armed men attacked an INGO vehicle near Marla (55 km South East of Nyala, South Darfur), 23 April. They shot at the vehicle."
688,2007,5,,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,D,C,14.5844444,29.4917691,"1 INGO national staff detained and beaten severely by local security forces, a result of local Dinka-Acholi tensions over land."
548,2007,5,29,Uganda,Karamoja,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,2.79748245,34.18649998,"1 UN national staff driver killed in an ambush by gunmen, after which the UN agency temporarily suspended aid to half a million people in Uganda's drought-prone Karamoja region."
553,2007,5,30,Sudan,West Darfur,,from El Hamidiya IDP camp to Zalingei,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,K,Am,R,13.4263009,22.6574884,"2 INGO national staff abducted at gunpoint when two unknown armed men stopped an INGO vehicle returning from El Hamidiya IDP camp to Zalingei, 30 May. UNDSS informed the police and local commissioner about the incident, but the two staff members and vehicle are still missing."
551,2007,6,17,Sudan,Central Darfur,,Zalingei,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,R,12.9096,23.47406,"1 INGO national staff guard/pump operator shot and killed on way home from work- a water point in Khamsa Degaig camp for internally displaced persons in Zalingei, West Darfur, 17 June. The victim was ordered to stop by three unidentified men in civilian clothes. After refusing to stop, one of the three men shot him three times at point blank range and died immediately."
701,2007,8,27,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,IA,U,14.5844444,29.4917691,One INGO national staff (locally trained nurse) was killed by drunken soldier in dispute over nurse's cattle. The INGO claims the incident was not aid or organization-related.
572,2007,9,,Sudan,South Darfur,,Nyala,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,U,12.05,24.883333,1 INGO nationals staff driver was tied up and beaten and being treated at a UN clinic in Nyala.
568,2007,9,28,Sudan,South Darfur,,25 miles south of Nyala,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,U,Am,R,11.329444,25.08565623,"3 INGO national staff wounded when armed men ambushed an aid convoy in Darfur, which included eight staff members. The convoy was attacked some 25 miles south of Nyala. The INGO has scaled back its operations in South Darfur after its staff suffered three attacks within a week."
577,2007,10,8,Sudan,South Darfur,,Muhajeria,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,R,U,11.329444,25.08565623,"1 INGO national staff shot and killed when fleeing the town of Muhajeria which was attacked, 8 October. 13 humanitarian workers were evacuated on the following day after heavy fighting and violence. Other staff members fled in an attempt to join and protect their families."
575,2007,10,12,Sudan,South Darfur,,road between Nyala and El Fasher,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,R,11.329444,25.08565623,"1 UN national staff trucking co partner was killed in South Darfur on the road between the state capital Nyala and the city of El Fasher, capital of North Darfur, 12 October."
576,2007,10,16,Sudan,South Darfur,,road between Ed Daien and El Obeid,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,S,Am,R,11.329444,25.08565623,"2 UN national staff contracted drivers contracted shot and killed by unidentified assailants in Darfur, 16 October. The incident occured in South Darfur on the road between the town of Ed Daien and the city of El Obeid. The men were returning to El Obeid after delivering supplies."
581,2007,10,31,Uganda,Northern Uganda,Amuru ,,0,3,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,0,0,3,U,Am,R,2.75,32.9,"2 INGO national staff killed and 1 national staff wounded, who escaped, by gunmen in Amuru district on Wednesday. Banditry is rife across northern Uganda, scarred by two decades of insurgency by the LRA and widespread cattle rustling by AK-47-toting Karamojong warriors. Both have a habit of ambushing then looting civilian vehicles.""We suspect these were just armed thugs who targeted the cash,"" an army spokesman for northern Uganda, told Reuters. ""It doesn't look like an LRA attack and there are no Karamojong warriors in Amuru.""The LRA normally burn vehicles after attacks, but Magezi said the attackers merely robbed cash and escaped."
702,2007,11,,Sudan,Darfur,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,U,U,11.329444,25.08565623,1 INGO national staff driver kidnapped and car stolen; driver was freed a few days later after intervention of the Sudanese authorities.
689,2007,11,,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,R,OC,11.329444,25.08565623,"1 INGO international staff beaten in an armed attack on Kulbus compound, one vehicle and two thurayas stolen."
790,2007,11,1,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,14.5844444,29.4917691,1 national staff contractor killed.
766,2007,11,25,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,U,U,14.5844444,29.4917691,One INGO national staff shot during armed robbery.
694,2007,11,30,Uganda,Northern Uganda,Kotido,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,R,2.75,32.9,1 INGO national staff guard was shot dead when returning from town in the evening. The police believe it was a robbery.
767,2007,12,23,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,C,U,14.5844444,29.4917691,1 INGO national staff killed during ethnic strife/ staff relocation.
1163,2007,12,24,Sudan,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,14.5844444,29.4917691,1 UN national staff contractor killed.
768,2007,12,29,Sudan,Darfur,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,11.329444,25.08565623,1 INGO national staff murdered. Motive unknown
589,2007,12,31,Burundi,Ruyigi ,,Ruyigi,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,0,2,0,S,Am,R,-3.4733471,30.2501278,"1 INGO international (French) staff killed and 1 INGO international (French) one badly wounded and evacuated. Three INGO international staff were escorting two national colleagues to the INGO's regional headquarters in Ruyigi province, when a gunman opened fire late Monday. The agency also said it was temporarily suspending all its operations in the central African nation until more information was available about the incident, but had no immediate plans to evacuate its staff. Thge INGO said they didn't know if we were targeted as a humanitarian agency or if they were under fire by accident. There are several hypotheses with one reporter cited as saying,""They fled after that without trying to steal anything...as if the whole operation had been aimed to kill."""
783,2008,,,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,IA,U,14.5844444,29.4917691,1 INGO national staff murdered while off duty. Motive unknown.
782,2008,,,Ethiopia,,,,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,LM,Am,R,9.145,40.489673,Three national staff of a local partner organization of an INGO were killed in a mine incident returning from an area they worked under a sub-grant.
590,2008,1,1,Sudan,Khartoum,,Khartoum,0,0,0,0,0,2,1,0,0,1,1,0,0,1,2,0,0,2,2,0,0,S,Am,U,15.5933247,32.5356502,"1 donor agency international (American) staff and 1 national staff driver shot and killed in ambush during a New Years celebrations in Khartoum, January 1. The little-known froup Ansar Al Tawhid (Companions of Monotheism) soon claimed responsibility for the killings."
1217,2008,1,12,Sudan,West Darfur,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,Am,R,13.4263009,22.6574884,"1 UN national staff seriously injured during an attempted carjacking in West Darfur, 12 January 2008"
916,2008,2,8,Sudan,West Darfur,,Seleia,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,R,OC,16,30,1 ICRC national staff killed when armed men entered the ICRC compound.
770,2008,2,19,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,U,U,11.329444,25.08565623,1 INGO national staff wounded in armed robbery.
668,2008,3,,Sudan,South,,Julud,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,1,1,0,BA,IA,OC,11.6817323,29.4984751,"2 INGO international (American) staff, a husband and wife, were attacked and beaten by a mob of students in a predominantly Christian in the town of Julud in southern Sudan. The reasons for the attack are still unclear, but the INGO said the two were targeted during a student protest against a local school rising tuition fees. The students attacked the victims and ransacked their office."
1220,2008,3,7,Sudan,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,IA,U,14.5844444,29.4917691,One UN national staff injured while being attacked by a civilian in southern Sudan.
598,2008,3,20,Sudan,West Darfur,,UmTajok,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,K,Am,R,13.4208997,23.0738882,"4 UN national staff of state water corporation team partner program, hijacked and kidnapped."
599,2008,3,22,Sudan,Unity,,Abiemnom,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,BA,Am,R,9.38367,28.80767,2 UN national staff contracted drivers on their way to the Abyei state were stabbed to death by six assailants.
600,2008,3,24,Sudan,West Darfur,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,U,13.4263009,22.6574884,1 UN national staff contracted driver was killed.
1221,2008,4,1,Sudan,Khartoum,,Khartoum,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,U,IA,U,15.5933247,32.5356502,1 UN international staff member was injured during a robbery attack in Khartoum.
